Rocket launchedPollingTask Timing | elapsed=0 ms dt=0 ms rate=0 Hz
IMU16G(ID=0) Timestamp=6805 Accel=[-19,-26,1027] Gyro=[130,27,50] Temp=25
IMU32G(ID=1) Timestamp=6805 Accel=[64,-47,1017] Gyro=[139,9,-30] Temp=26
BARO07(ID=0) Timestamp=6806 Pressure=88304 Temp=22.24
BARO11(ID=1) Timestamp=6806 Pressure=88359 Temp=22.84
MAG Timestamp=6806 Mag=[0,0,0]
GPS Timestamp=6806 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6823 Accel=[-5,-29,1025] Gyro=[8,18,68] Temp=24
IMU32G(ID=1) Timestamp=6823 Accel=[64,-40,1017] Gyro=[130,62,-39] Temp=26
BARO11(ID=1) Timestamp=6859 Pressure=88360 Temp=22.84
MAG Timestamp=6859 Mag=[0,0,0]
GPS Timestamp=6859 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6860 Accel=[-5,-22,1026] Gyro=[-36,-43,33] Temp=24
IMU32G(ID=1) Timestamp=6860 Accel=[58,-38,1014] Gyro=[42,70,-30] Temp=26
BARO07(ID=0) Timestamp=6860 Pressure=88290 Temp=22.25
BARO11(ID=1) Timestamp=6860 Pressure=88353 Temp=22.82
MAG Timestamp=6860 Mag=[0,0,0]
GPS Timestamp=6860 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6861 Accel=[-10,-19,1027] Gyro=[-27,18,-46] Temp=24
IMU32G(ID=1) Timestamp=6861 Accel=[56,-41,1018] Gyro=[104,97,-56] Temp=26
BARO07(ID=0) Timestamp=6861 Pressure=88296 Temp=22.24
BARO11(ID=1) Timestamp=6861 Pressure=88366 Temp=22.84
MAG Timestamp=6861 Mag=[0,0,0]
GPS Timestamp=6861 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6897 Accel=[-15,-23,1025] Gyro=[-53,-43,24] Temp=24
IMU32G(ID=1) Timestamp=6897 Accel=[60,-47,1015] Gyro=[7,0,-39] Temp=26
BARO07(ID=0) Timestamp=6897 Pressure=88303 Temp=22.25
BARO11(ID=1) Timestamp=6897 Pressure=88359 Temp=22.85
MAG Timestamp=6897 Mag=[0,0,0]
GPS Timestamp=6897 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6908 Accel=[-7,-24,1028] Gyro=[-71,-34,-37] Temp=24
IMU32G(ID=1) Timestamp=6908 Accel=[63,-38,1017] Gyro=[95,70,40] Temp=26
BARO07(ID=0) Timestamp=6908 Pressure=88298 Temp=22.25
BARO11(ID=1) Timestamp=6908 Pressure=88362 Temp=22.85
MAG Timestamp=6908 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=6944 Accel=[-8,-20,1026] Gyro=[-36,9,15] Temp=24
IMU32G(ID=1) Timestamp=6944 Accel=[55,-41,1015] Gyro=[-211,-35,14] Temp=26
BARO07(ID=0) Timestamp=6944 Pressure=88287 Temp=22.27
BARO11(ID=1) Timestamp=6944 Pressure=88353 Temp=22.87
MAG Timestamp=6944 Mag=[0,0,0]
GPS Timestamp=6945 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6952 Accel=[-14,-21,1025] Gyro=[52,88,33] Temp=24
IMU32G(ID=1) Timestamp=6952 Accel=[56,-49,1016] Gyro=[-36,-61,5] Temp=26
BARO07(ID=0) Timestamp=6952 Pressure=88283 Temp=22.27
BARO11(ID=1) Timestamp=6952 Pressure=88365 Temp=22.85
MAG Timestamp=6952 Mag=[0,0,0]
GPS Timestamp=6952 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=6968 Accel=[-10,-26,1025] Gyro=[-1,36,68] Temp=24
IMU32G(ID=1) Timestamp=6968 Accel=[61,-41,1018] Gyro=[112,62,-83] Temp=26
BARO07(ID=0) Timestamp=6968 Pressure=88301 Temp=22.27
MAG Timestamp=7032 Mag=[0,0,0]
GPS Timestamp=7032 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7033 Accel=[-5,-26,1025] Gyro=[-71,-87,33] Temp=24
IMU32G(ID=1) Timestamp=7033 Accel=[62,-38,1014] Gyro=[-106,-26,-21] Temp=26
BARO07(ID=0) Timestamp=7033 Pressure=88286 Temp=22.24
BARO11(ID=1) Timestamp=7033 Pressure=88360 Temp=22.84
MAG Timestamp=7033 Mag=[0,0,0]
GPS Timestamp=7033 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7034 Accel=[-11,-22,1025] Gyro=[87,44,50] Temp=24
IMU32G(ID=1) Timestamp=7034 Accel=[56,-42,1018] Gyro=[95,53,-13] Temp=26
MAG Timestamp=7034 Mag=[0,0,0]
GPS Timestamp=7034 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=7070 Accel=[-10,-27,1026] Gyro=[78,97,68] Temp=24
IMU32G(ID=1) Timestamp=7070 Accel=[61,-38,1017] Gyro=[104,44,-100] Temp=26
BARO07(ID=0) Timestamp=7070 Pressure=88315 Temp=22.27
BARO11(ID=1) Timestamp=7070 Pressure=88360 Temp=22.87
MAG Timestamp=7070 Mag=[0,0,0]
GPS Timestamp=7070 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7070 Accel=[-9,-24,1027] Gyro=[52,36,42] Temp=24
IMU32G(ID=1) Timestamp=7070 Accel=[60,-40,1016] Gyro=[-168,-114,-30] Temp=26
BARO07(ID=0) Timestamp=7071 Pressure=88302 Temp=22.25
BARO11(ID=1) Timestamp=7071 Pressure=88350 Temp=22.87
MAG Timestamp=7071 Mag=[0,0,0]
GPS Timestamp=7071 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7088 Accel=[-14,-20,1028] Gyro=[8,1,42] Temp=24
IMU32G(ID=1) Timestamp=7088 Accel=[58,-45,1016] Gyro=[-45,-87,-13] Temp=26
BARO11(ID=1) Timestamp=7124 Pressure=88368 Temp=22.86
MAG Timestamp=7124 Mag=[0,0,0]
GPS Timestamp=7124 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7125 Accel=[-9,-22,1024] Gyro=[-62,-34,-20] Temp=24
IMU32G(ID=1) Timestamp=7125 Accel=[62,-41,1015] Gyro=[139,79,-91] Temp=26
BARO07(ID=0) Timestamp=7125 Pressure=88318 Temp=22.26
BARO11(ID=1) Timestamp=7125 Pressure=88366 Temp=22.86
MAG Timestamp=7125 Mag=[0,0,0]
GPS Timestamp=7125 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7126 Accel=[-7,-28,1025] Gyro=[-27,1,33] Temp=24
IMU32G(ID=1) Timestamp=7126 Accel=[67,-42,1015] Gyro=[-115,-87,-65] Temp=26
BARO07(ID=0) Timestamp=7126 Pressure=88299 Temp=22.23
BARO11(ID=1) Timestamp=7126 Pressure=88353 Temp=22.86
MAG Timestamp=7126 Mag=[0,0,0]
GPS Timestamp=7126 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7162 Accel=[-8,-25,1025] Gyro=[78,18,68] Temp=24
IMU32G(ID=1) Timestamp=7162 Accel=[57,-40,1016] Gyro=[86,132,-100] Temp=26
BARO07(ID=0) Timestamp=7162 Pressure=88308 Temp=22.24
BARO11(ID=1) Timestamp=7162 Pressure=88361 Temp=22.85
MAG Timestamp=7163 Mag=[0,0,0]
GPS Timestamp=7163 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7164 Accel=[-12,-21,1026] Gyro=[-18,1,-20] Temp=24
IMU32G(ID=1) Timestamp=7164 Accel=[56,-44,1014] Gyro=[25,0,5] Temp=26
BARO07(ID=0) Timestamp=7164 Pressure=88289 Temp=22.25
BARO11(ID=1) Timestamp=7164 Pressure=88365 Temp=22.87
MAG Timestamp=7165 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=7200 Accel=[-12,-25,1025] Gyro=[-71,-78,15] Temp=24
IMU32G(ID=1) Timestamp=7200 Accel=[58,-44,1017] Gyro=[-71,-87,-13] Temp=26
BARO07(ID=0) Timestamp=7200 Pressure=88301 Temp=22.27
BARO11(ID=1) Timestamp=7200 Pressure=88363 Temp=22.86
MAG Timestamp=7200 Mag=[0,0,0]
GPS Timestamp=7200 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7215 Accel=[-9,-25,1026] Gyro=[69,53,33] Temp=24
IMU32G(ID=1) Timestamp=7215 Accel=[59,-42,1016] Gyro=[-98,-35,-21] Temp=26
BARO07(ID=0) Timestamp=7215 Pressure=88310 Temp=22.27
BARO11(ID=1) Timestamp=7215 Pressure=88365 Temp=22.86
MAG Timestamp=7215 Mag=[0,0,0]
GPS Timestamp=7216 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7232 Accel=[-13,-23,1027] Gyro=[87,27,59] Temp=24
IMU32G(ID=1) Timestamp=7232 Accel=[58,-41,1016] Gyro=[95,97,-13] Temp=26
BARO07(ID=0) Timestamp=7232 Pressure=88289 Temp=22.25
MAG Timestamp=7268 Mag=[0,0,0]
GPS Timestamp=7268 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7269 Accel=[-11,-20,1025] Gyro=[43,27,42] Temp=24
IMU32G(ID=1) Timestamp=7269 Accel=[55,-42,1012] Gyro=[-185,-70,66] Temp=26
BARO07(ID=0) Timestamp=7269 Pressure=88296 Temp=22.24
BARO11(ID=1) Timestamp=7269 Pressure=88350 Temp=22.85
MAG Timestamp=7269 Mag=[0,0,0]
GPS Timestamp=7269 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7270 Accel=[-11,-24,1025] Gyro=[-27,-52,-28] Temp=24
IMU32G(ID=1) Timestamp=7270 Accel=[61,-40,1017] Gyro=[147,105,-4] Temp=26
BARO07(ID=0) Timestamp=7270 Pressure=88302 Temp=22.25
BARO11(ID=1) Timestamp=7270 Pressure=88344 Temp=22.86
MAG Timestamp=7270 Mag=[0,0,0]
GPS Timestamp=7270 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7306 Accel=[-11,-22,1024] Gyro=[-36,-17,-63] Temp=24
IMU32G(ID=1) Timestamp=7306 Accel=[61,-39,1012] Gyro=[7,-17,-30] Temp=26
BARO07(ID=0) Timestamp=7306 Pressure=88305 Temp=22.27
BARO11(ID=1) Timestamp=7306 Pressure=88350 Temp=22.86
MAG Timestamp=7307 Mag=[0,0,0]
GPS Timestamp=7307 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7311 Accel=[-10,-24,1024] Gyro=[-36,-52,-20] Temp=24
IMU32G(ID=1) Timestamp=7311 Accel=[60,-40,1017] Gyro=[16,35,-56] Temp=26
BARO07(ID=0) Timestamp=7311 Pressure=88315 Temp=22.27
BARO11(ID=1) Timestamp=7312 Pressure=88363 Temp=22.86
MAG Timestamp=7312 Mag=[0,0,0]
GPS Timestamp=7312 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU32G(ID=1) Timestamp=7363 Accel=[56,-41,1018] Gyro=[16,-52,-30] Temp=26
BARO07(ID=0) Timestamp=7363 Pressure=88295 Temp=22.26
BARO11(ID=1) Timestamp=7363 Pressure=88360 Temp=22.86
MAG Timestamp=7364 Mag=[0,0,0]
GPS Timestamp=7364 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7364 Accel=[-7,-24,1025] Gyro=[-45,18,15] Temp=24
IMU32G(ID=1) Timestamp=7364 Accel=[58,-40,1014] Gyro=[86,-8,-4] Temp=26
BARO07(ID=0) Timestamp=7364 Pressure=88309 Temp=22.26
BARO11(ID=1) Timestamp=7364 Pressure=88347 Temp=22.88
MAG Timestamp=7364 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=7378 Accel=[-9,-26,1024] Gyro=[25,44,-37] Temp=24
IMU32G(ID=1) Timestamp=7378 Accel=[59,-42,1015] Gyro=[226,149,-21] Temp=26
BARO07(ID=0) Timestamp=7378 Pressure=88302 Temp=22.27
BARO11(ID=1) Timestamp=7378 Pressure=88346 Temp=22.85
MAG Timestamp=7378 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=7439 Accel=[-14,-21,1025] Gyro=[-53,-43,-11] Temp=24
IMU32G(ID=1) Timestamp=7439 Accel=[57,-42,1015] Gyro=[69,-43,40] Temp=26
BARO07(ID=0) Timestamp=7439 Pressure=88312 Temp=22.26
BARO11(ID=1) Timestamp=7439 Pressure=88370 Temp=22.86
MAG Timestamp=7440 Mag=[0,0,0]
GPS Timestamp=7440 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7440 Accel=[-10,-23,1026] Gyro=[87,18,7] Temp=24
IMU32G(ID=1) Timestamp=7440 Accel=[59,-41,1017] Gyro=[-211,-96,-48] Temp=26
BARO07(ID=0) Timestamp=7440 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=7440 Pressure=88353 Temp=22.87
GPS Timestamp=7440 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7457 Accel=[-10,-22,1027] Gyro=[34,-17,-55] Temp=24
IMU32G(ID=1) Timestamp=7457 Accel=[60,-39,1018] Gyro=[-45,-61,5] Temp=26
BARO07(ID=0) Timestamp=7457 Pressure=88290 Temp=22.28
BARO11(ID=1) Timestamp=7457 Pressure=88350 Temp=22.86
GPS Timestamp=7493 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7494 Accel=[-10,-22,1025] Gyro=[-1,27,94] Temp=24
IMU32G(ID=1) Timestamp=7494 Accel=[56,-43,1016] Gyro=[366,228,-100] Temp=26
BARO07(ID=0) Timestamp=7494 Pressure=88297 Temp=22.24
BARO11(ID=1) Timestamp=7494 Pressure=88365 Temp=22.87
MAG Timestamp=7494 Mag=[0,0,0]
GPS Timestamp=7494 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7495 Accel=[-11,-21,1026] Gyro=[34,71,33] Temp=24
IMU32G(ID=1) Timestamp=7495 Accel=[61,-40,1016] Gyro=[60,-8,-21] Temp=26
BARO07(ID=0) Timestamp=7495 Pressure=88298 Temp=22.25
BARO11(ID=1) Timestamp=7495 Pressure=88354 Temp=22.84
MAG Timestamp=7495 Mag=[0,0,0]
GPS Timestamp=7495 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7533 Accel=[-10,-25,1027] Gyro=[-10,-26,-20] Temp=24
IMU32G(ID=1) Timestamp=7533 Accel=[60,-43,1015] Gyro=[-168,-70,-21] Temp=26
BARO07(ID=0) Timestamp=7533 Pressure=88316 Temp=22.25
BARO11(ID=1) Timestamp=7533 Pressure=88369 Temp=22.87
MAG Timestamp=7533 Mag=[0,0,0]
GPS Timestamp=7533 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7533 Accel=[-10,-24,1026] Gyro=[-18,27,7] Temp=24
IMU32G(ID=1) Timestamp=7533 Accel=[61,-44,1014] Gyro=[-98,-52,14] Temp=26
BARO07(ID=0) Timestamp=7533 Pressure=88311 Temp=22.27
BARO11(ID=1) Timestamp=7534 Pressure=88355 Temp=22.86
MAG Timestamp=7534 Mag=[0,0,0]
GPS Timestamp=7534 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7551 Accel=[-8,-23,1029] Gyro=[-45,-78,15] Temp=24
BARO07(ID=0) Timestamp=7587 Pressure=88302 Temp=22.25
BARO11(ID=1) Timestamp=7587 Pressure=88351 Temp=22.86
MAG Timestamp=7587 Mag=[0,0,0]
GPS Timestamp=7587 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7588 Accel=[-8,-23,1027] Gyro=[34,18,-28] Temp=24
IMU32G(ID=1) Timestamp=7588 Accel=[61,-42,1015] Gyro=[-54,-26,-48] Temp=26
BARO07(ID=0) Timestamp=7588 Pressure=88305 Temp=22.27
BARO11(ID=1) Timestamp=7588 Pressure=88369 Temp=22.84
MAG Timestamp=7588 Mag=[0,0,0]
GPS Timestamp=7589 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7589 Accel=[-9,-21,1025] Gyro=[60,62,42] Temp=24
IMU32G(ID=1) Timestamp=7589 Accel=[56,-43,1016] Gyro=[147,88,-21] Temp=26
BARO07(ID=0) Timestamp=7589 Pressure=88292 Temp=22.24
BARO11(ID=1) Timestamp=7589 Pressure=88356 Temp=22.85
MAG Timestamp=7589 Mag=[0,0,0]
GPS Timestamp=7589 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59
9,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7626 Accel=[-10,-24,1024] Gyro=[-18,18,-46] Temp=24
IMU32G(ID=1) Timestamp=7626 Accel=[61,-41,1015] Gyro=[95,62,-13] Temp=26
BARO07(ID=0) Timestamp=7626 Pressure=88304 Temp=22.26
BARO11(ID=1) Timestamp=7626 Pressure=88367 Temp=22.88
MAG Timestamp=7626 Mag=[0,0,0]
GPS Timestamp=7626 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7626 Accel=[-11,-22,1023] Gyro=[8,62,129] Temp=24
IMU32G(ID=1) Timestamp=7626 Accel=[61,-43,1017] Gyro=[95,44,-13] Temp=26
BARO07(ID=0) Timestamp=7627 Pressure=88331 Temp=22.29
BARO11(ID=1) Timestamp=7627 Pressure=88362 Temp=22.88
MAG Timestamp=7627 Mag=[0,0,0]
GPS Timestamp=7627 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,54,,*59

IMU16G(ID=0) Timestamp=7662 Accel=[-9,-24,1025] Gyro=[52,88,68] Temp=24
IMU32G(ID=1) Timestamp=7662 Accel=[56,-37,1016] Gyro=[-80,-52,-39] Temp=26
BARO07(ID=0) Timestamp=7662 Pressure=88312 Temp=22.26
BARO11(ID=1) Timestamp=7663 Pressure=88360 Temp=22.84
MAG Timestamp=7663 Mag=[0,0,0]
GPS Timestamp=7663 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7676 Accel=[-9,-27,1026] Gyro=[43,62,42] Temp=24
IMU32G(ID=1) Timestamp=7676 Accel=[61,-41,1015] Gyro=[139,105,-30] Temp=26
BARO07(ID=0) Timestamp=7676 Pressure=88314 Temp=22.27
BARO11(ID=1) Timestamp=7676 Pressure=88361 Temp=22.85
MAG Timestamp=7676 Mag=[0,0,0]
GPS Timestamp=7677 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7693 Accel=[-10,-25,1026] Gyro=[43,53,7] Temp=24
IMU32G(ID=1) Timestamp=7693 Accel=[57,-43,1015] Gyro=[51,62,-83] Temp=26
BARO11(ID=1) Timestamp=7729 Pressure=88353 Temp=22.86
MAG Timestamp=7729 Mag=[0,0,0]
GPS Timestamp=7729 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7730 Accel=[-9,-22,1026] Gyro=[34,-26,7] Temp=24
IMU32G(ID=1) Timestamp=7730 Accel=[60,-45,1015] Gyro=[25,27,-30] Temp=26
BARO07(ID=0) Timestamp=7730 Pressure=88290 Temp=22.28
BARO11(ID=1) Timestamp=7730 Pressure=88365 Temp=22.87
MAG Timestamp=7730 Mag=[0,0,0]
GPS Timestamp=7730 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7731 Accel=[-10,-22,1025] Gyro=[34,-17,59] Temp=24
IMU32G(ID=1) Timestamp=7731 Accel=[58,-42,1017] Gyro=[95,62,-13] Temp=26
BARO07(ID=0) Timestamp=7731 Pressure=88272 Temp=22.25
BARO11(ID=1) Timestamp=7731 Pressure=88361 Temp=22.84
MAG Timestamp=7731 Mag=[0,0,0]
GPS Timestamp=7731 Chunks=6 Sentence=$GNGGA,12351,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7767 Accel=[-9,-24,1025] Gyro=[43,9,59] Temp=24
IMU32G(ID=1) Timestamp=7767 Accel=[58,-41,1017] Gyro=[-211,-105,22] Temp=26
BARO07(ID=0) Timestamp=7767 Pressure=88289 Temp=22.25
BARO11(ID=1) Timestamp=7767 Pressure=88359 Temp=22.87
MAG Timestamp=7767 Mag=[0,0,0]
GPS Timestamp=7767 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7774 Accel=[-11,-25,1026] Gyro=[-27,-34,-20] Temp=24
IMU32G(ID=1) Timestamp=7775 Accel=[63,-41,1017] Gyro=[147,123,-30] Temp=26
BARO07(ID=0) Timestamp=7775 Pressure=88317 Temp=22.26
BARO11(ID=1) Timestamp=7775 Pressure=88361 Temp=22.86
MAG Timestamp=7775 Mag=[0,0,0]
IMU16G(ID=0) Timestamp=7833 Accel=[-11,-21,1026] Gyro=[122,71,77] Temp=24
IMU32G(ID=1) Timestamp=7833 Accel=[59,-41,1018] Gyro=[51,70,-56] Temp=26
BARO07(ID=0) Timestamp=7833 Pressure=88299 Temp=22.26
BARO11(ID=1) Timestamp=7833 Pressure=88360 Temp=22.87
MAG Timestamp=7834 Mag=[0,0,0]
GPS Timestamp=7834 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7834 Accel=[-12,-23,1026] Gyro=[-1,-8,24] Temp=24
IMU32G(ID=1) Timestamp=7834 Accel=[58,-40,1014] Gyro=[69,44,-39] Temp=26
BARO07(ID=0) Timestamp=7834 Pressure=88314 Temp=22.29
BARO11(ID=1) Timestamp=7834 Pressure=88362 Temp=22.87
GPS Timestamp=7834 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7851 Accel=[-7,-27,1027] Gyro=[78,53,42] Temp=24
IMU32G(ID=1) Timestamp=7851 Accel=[65,-40,1013] Gyro=[-203,-122,31] Temp=26
BARO07(ID=0) Timestamp=7851 Pressure=88308 Temp=22.26
BARO11(ID=1) Timestamp=7851 Pressure=88370 Temp=22.85
GPS Timestamp=7887 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7888 Accel=[-4,-29,1028] Gyro=[-10,-17,94] Temp=24
IMU32G(ID=1) Timestamp=7888 Accel=[65,-36,1015] Gyro=[51,44,49] Temp=26
BARO07(ID=0) Timestamp=7888 Pressure=88316 Temp=22.27
BARO11(ID=1) Timestamp=7888 Pressure=88359 Temp=22.85
MAG Timestamp=7888 Mag=[0,0,0]
GPS Timestamp=7888 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7889 Accel=[-10,-26,1025] Gyro=[104,79,147] Temp=24
IMU32G(ID=1) Timestamp=7889 Accel=[61,-43,1016] Gyro=[-45,123,75] Temp=26
BARO07(ID=0) Timestamp=7889 Pressure=88291 Temp=22.26
BARO11(ID=1) Timestamp=7889 Pressure=88362 Temp=22.84
MAG Timestamp=7889 Mag=[0,0,0]
GPS Timestamp=7889 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E5.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7927 Accel=[-12,-19,1026] Gyro=[174,62,164] Temp=24
IMU32G(ID=1) Timestamp=7927 Accel=[53,-43,1015] Gyro=[16,149,119] Temp=26
BARO07(ID=0) Timestamp=7927 Pressure=88305 Temp=22.27
BARO11(ID=1) Timestamp=7927 Pressure=88352 Temp=22.86
MAG Timestamp=7927 Mag=[0,0,0]
GPS Timestamp=7927 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7927 Accel=[-14,-20,1024] Gyro=[-18,9,50] Temp=24
IMU32G(ID=1) Timestamp=7927 Accel=[52,-47,1017] Gyro=[-80,-17,93] Temp=26
BARO07(ID=0) Timestamp=7927 Pressure=88288 Temp=22.24
BARO11(ID=1) Timestamp=7928 Pressure=88360 Temp=22.84
MAG Timestamp=7928 Mag=[0,0,0]
GPS Timestamp=7928 Chunks=6 Sentence=$GNGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*59

IMU16G(ID=0) Timestamp=7945 Accel=[-10,-21,1026] Gyro=[-1,27,15] Temp=24
